"EUMIDA ID","National ID","Country Code","Institution Name","English Institution Name","Institution Name Comments","Institution Name; Reference Year","Institution Name; Data Flag","Institution Name; Data Source","Institution Name; Date Data Collection","Institution Category; National Language","Institution Category; English","Institution Category; Comments","Institution Category; Reference Year","Institution Category; Data Flag","Institution Category; Data Source","Institution Category; Date Data Collection","NUTS Region","Region; Comments","Region; Reference Year","Region; Data Flag","Region; Data Source","Region; Date Data Collection","Legal Status","Legal Status; Comments","Legal Status; Reference Year","Legal Status; Data Flag","Legal Status; Data Source","Legal Status; Date Data Collection","Current Status Year","Current Status Year; Comments","Current Status Year; Reference Year","Current Status Year; Data Flag","Current Status Year; Data Source","Current Status Year; Date Data Collection","Foundation Year","Foundation Year; Comments","Foundation Year; Reference Year","Foundation Year; Data Flag","Foundation Year; Data Source","Foundation Year; Date Data Collection","Distance Education","Distance Education; Comments","Distance Education; Reference Year","Distance Education; Data Flag","Distance Education; Data Source","Distance Education; Date Data Collection","Research Active","Research Active; Comments","Research Active; Reference Year","Research Active; Data Flag","Research Active; Data Source","Research Active; Date Data Collection","University Hospital","University Hospital; Comments","University Hospital; Reference Year","University Hospital; Data Flag","University Hospital; Data Source","University Hospital; Date Data Collection","Education Field; General","Education Field; Education","Education Field; Humanities and Arts","Education Field; Social Sciences, Business and L aw","Education Field; Sciences","Education Field; Engineering, Manufacturing and Construction","Education Field; Agriculture","Education Field; Health and Welfare","Education Field; Services","Education Field; Comments","Education Fields; Reference Year","Education Fields; Data Flag","Education Fields; Data Source","Education Fields; Date Data Collection","Highest Degree Awarded","Highest Degree Awarded; Comments","Highest Degree; Reference Year","Highest Degree; Data Flag","Highest Degree; Data Source","Highest Degree, Date DataCollection","Doctorate Degrees Awarded","Doctorate Degrees; Comments","Doctorate Degrees Awarded; Reference Year","Doctorate Degrees Awarded; Data Flag","Doctorate Degrees Awarded; Data Source","Doctorate Degrees Awarded; Date Data Collection","Students ISCED5","Students ISCED5; Comments","Students ISCED5; Reference Year","Students ISCED5; Data Flag","Institution Students ISCED5; Data Source","Students ISCED5; Date Data Collection","International Students ISCED5","International Students ISCED5; Comments","International Students ISCED5; Reference Year","International Students ISCED5; Data Flag","International Students ISCED5; Data Source","International Students ISCED5, Date Data Collection","Students ISCED6","Students ISCED6; Comments","Students ISCED6; Reference Year","Institution Students ISCED6; Data Flag","Students ISCED6; Data Source","Students ISCED6; Date Data Collection","International Students ISCED6","International Students ISCED6; Comments","International Students ISCED6; Reference Year","International Students ISCED6; Data Flag","International Students ISCED6; Data Source","International Students ISCED6; Date Data Collection","Total Staff","Total Staff Comments","Total Staff; Reference Year","Total Staff; Data Flag","Total Staff; Data Source","Total Staff; Date Data Collection",
"CZ001","CZ001","CZ","Akademie múzických umění v Praze","Academy of Performing Arts in Prague",,2008,,"MEYS",13/02/2010,"Univerzitní","University type",,2008,,"IIE",13/02/2010,"CZ01",,2008,,"Website",13/02/2010,"Public",,2008,,"IIE","13.02.2010",1999,,2008,,"Website",13/02/2010,1945,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"Yes",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","No","Yes","No","No","No","No","No","No",,2008,,"IIE",13/02/2010,"Doctorate",,2008,,"IIE",13/02/2010,13,,2008,,"IIE",13/02/2010,1204,,2008,,"IIE",13/02/2010,,,2008,,,,128,,2008,,"IIE",13/02/2010,,,2008,,,,477,,2008,,"IIE",,"CZ"
"CZ038","CZ038","CZ","Akademie STING, o.p.s. - Brno","STING Academy, Brno",,2008,,"MEYS",13/02/2010,"Neuniverzitní","Non-university type",,2008,,"IIE",13/02/2010,"CZ06",,2008,,"Website",13/02/2010,"Private",,2008,,"IIE","13.02.2010",2000,,2008,,"Website",13/02/2010,2000,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"No",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","No","No","Yes","No","No","No","No","No",,2008,,"IIE",13/02/2010,"Master or pre-Bologna equivalent",,2008,,"IIE",13/02/2010,,,2008,"Not applicable","IIE",13/02/2010,835,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",,
"CZ002","CZ002","CZ","Akademie výtvarných umění v Praze","Academy of Fine Arts in Prague",,2008,,"MEYS",13/02/2010,"Univerzitní","University type",,2008,,"IIE",13/02/2010,"CZ01",,2008,,"Website",13/02/2010,"Public",,2008,,"IIE","13.02.2010",1999,,2008,,"Website",13/02/2010,1896,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"Yes",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","No","Yes","No","No","No","No","No","No",,2008,,"IIE",13/02/2010,"Doctorate",,2008,,"IIE",13/02/2010,,,2008,,"IIE",13/02/2010,299,,2008,,"IIE",13/02/2010,,,2008,,,,18,,2008,,"IIE",13/02/2010,,,2008,,,,111,,2008,,"IIE",,"CZ"
"CZ071","CZ071","CZ","AKCENT College, s.r.o. - Praha","AKCENT College",,2008,,"MEYS",13/02/2010,"Neuniverzitní","Non-university type",,2008,,"IIE",13/02/2010,"CZ01",,2008,,"Website",13/02/2010,"Private",,2008,,"IIE","13.02.2010",2008,,2008,,"Website",13/02/2010,2008,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"No",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","Yes","No","No","No","No","No","No","No",,2008,,"IIE",13/02/2010,"Bachelor",,2008,,"IIE",13/02/2010,,,2008,"Not applicable","IIE",13/02/2010,12,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",,
"CZ042","CZ042","CZ","Anglo-americká vysoká škola, o.p.s. - Praha","Anglo-American College",,2008,,"MEYS",13/02/2010,"Neuniverzitní","Non-university type",,2008,,"IIE",13/02/2010,"CZ01",,2008,,"Website",13/02/2010,"Private",,2008,,"IIE","13.02.2010",2001,,2008,,"Website",13/02/2010,2001,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"No",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","No","Yes","Yes","No","No","No","No","No",,2008,,"IIE",13/02/2010,"Master or pre-Bologna equivalent",,2008,,"IIE",13/02/2010,,,2008,"Not applicable","IIE",13/02/2010,345,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",,
"CZ061","CZ061","CZ","B.I.B.S., a.s. Brno International Business School","B.I.B.S., a.s. Brno International Business School",,2008,,"MEYS",13/02/2010,"Neuniverzitní","Non-university type",,2008,,"IIE",13/02/2010,"CZ06",,2008,,"Website",13/02/2010,"Private",,2008,,"IIE","13.02.2010",2005,,2008,,"Website",13/02/2010,2005,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"No",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","No","No","Yes","No","No","No","No","No",,2008,,"IIE",13/02/2010,"Bachelor",,2008,,"IIE",13/02/2010,,,2008,"Not applicable","IIE",13/02/2010,522,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",,
"CZ027","CZ027","CZ","Bankovní institut vysoká škola, a.s. - Praha","Banking Institute/College of Business",,2008,,"MEYS",13/02/2010,"Neuniverzitní","Non-university type",,2008,,"IIE",13/02/2010,"CZ01",,2008,,"Website",13/02/2010,"Private",,2008,,"IIE","13.02.2010",1999,,2008,,"Website",13/02/2010,1999,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"No",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","No","No","Yes","No","No","No","No","No",,2008,,"IIE",13/02/2010,"Master or pre-Bologna equivalent",,2008,,"IIE",13/02/2010,,,2008,"Not applicable","IIE",13/02/2010,5295,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",,
"CZ003","CZ003","CZ","Česká zemědělská univerzita v Praze","Czech University of Life Sciences, Prague",,2008,,"MEYS",13/02/2010,"Univerzitní","University type",,2008,,"IIE",13/02/2010,"CZ01",,2008,,"Website",13/02/2010,"Public",,2008,,"IIE","13.02.2010",1999,,2008,,"Website",13/02/2010,1952,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"Yes",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","Yes","No","Yes","No","Yes","Yes","No","Yes",,2008,,"IIE",13/02/2010,"Doctorate",,2008,,"IIE",13/02/2010,91,,2008,,"IIE",13/02/2010,17686,,2008,,"IIE",13/02/2010,,,2008,,,,1026,,2008,,"IIE",13/02/2010,,,2008,,,,1112,,2008,,"IIE",,"CZ"
"CZ004","CZ004","CZ","České vysoké učení technické v Praze","Czech Technical University in Prague",,2008,,"MEYS",13/02/2010,"Univerzitní","University type",,2008,,"IIE",13/02/2010,"CZ01",,2008,,"Website",13/02/2010,"Public",,2008,,"IIE","13.02.2010",1999,,2008,,"Website",13/02/2010,1707,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"Yes",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","Yes","No","Yes","Yes","Yes","No","No","Yes",,2008,,"IIE",13/02/2010,"Doctorate",,2008,,"IIE",13/02/2010,241,,2008,,"IIE",13/02/2010,18811,,2008,,"IIE",13/02/2010,,,2008,,,,1995,,2008,,"IIE",13/02/2010,,,2008,,,,2974,,2008,,"IIE",,"CZ"
"CZ065","CZ065","CZ","CEVRO Institut, o.p.s. - Praha","CEVRO Institute /School of Political Studies",,2008,,"MEYS",13/02/2010,"Neuniverzitní","Non-university type",,2008,,"IIE",13/02/2010,"CZ01",,2008,,"Website",13/02/2010,"Private",,2008,,"IIE","13.02.2010",2006,,2008,,"Website",13/02/2010,2006,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"No",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","No","No","Yes","No","No","No","No","No",,2008,,"IIE",13/02/2010,"Bachelor",,2008,,"IIE",13/02/2010,,,2008,"Not applicable","IIE",13/02/2010,273,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",,
"CZ028","CZ028","CZ","Evropský polytechnický institut, s.r.o. - Kunovice","European Polytechnical Institute, Ltd. – Kunovice Campus",,2008,,"MEYS",13/02/2010,"Neuniverzitní","Non-university type",,2008,,"IIE",13/02/2010,"CZ07",,2008,,"Website",13/02/2010,"Private",,2008,,"IIE","13.02.2010",1999,,2008,,"Website",13/02/2010,1999,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"No",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","No","No","Yes","Yes","No","No","No","No",,2008,,"IIE",13/02/2010,"Bachelor",,2008,,"IIE",13/02/2010,,,2008,"Not applicable","IIE",13/02/2010,1205,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",,
"CZ056","CZ056","CZ","Filmová akademi Miroslava Ondříčka v Písku, o.p.s.","Film Academy of Miroslav Ondříček in Písek",,2008,,"MEYS",13/02/2010,"Neuniverzitní","Non-university type",,2008,,"IIE",13/02/2010,"CZ03",,2008,,"Website",13/02/2010,"Private",,2008,,"IIE","13.02.2010",2003,,2008,,"Website",13/02/2010,2003,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"No",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","No","Yes","No","No","No","No","No","No",,2008,,"IIE",13/02/2010,"Bachelor",,2008,,"IIE",13/02/2010,,,2008,"Not applicable","IIE",13/02/2010,94,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",,
"CZ005","CZ005","CZ","Janáčkova akademie múzických umění v Brně","Janáček Academy of Music and Performing Arts in Brno",,2008,,"MEYS",13/02/2010,"Univerzitní","University type",,2008,,"IIE",13/02/2010,"CZ06",,2008,,"Website",13/02/2010,"Public",,2008,,"IIE","13.02.2010",1999,,2008,,"Website",13/02/2010,1947,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"Yes",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","No","Yes","No","No","No","No","No","No",,2008,,"IIE",13/02/2010,"Doctorate",,2008,,"IIE",13/02/2010,7,,2008,,"IIE",13/02/2010,603,,2008,,"IIE",13/02/2010,,,2008,,,,49,,2008,,"IIE",13/02/2010,,,2008,,,,251,,2008,,"IIE",,"CZ"
"CZ006","CZ006","CZ","Jihočeská univerzita v Českých Budějovicích","University of South Bohemia in České Budějovice",,2008,,"MEYS",13/02/2010,"Univerzitní","University type",,2008,,"IIE",13/02/2010,"CZ03",,2008,,"Website",13/02/2010,"Public",,2008,,"IIE","13.02.2010",1999,,2008,,"Website",13/02/2010,1991,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"Yes",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",,2008,,"IIE",13/02/2010,"Doctorate",,2008,,"IIE",13/02/2010,53,,2008,,"IIE",13/02/2010,11151,,2008,,"IIE",13/02/2010,,,2008,,,,577,,2008,,"IIE",13/02/2010,,,2008,,,,1165,,2008,,"IIE",,"CZ"
"CZ034","CZ034","CZ","Literární akademie (Soukromá vysoká škola Josefa Škvoreckého), s.r.o. - Praha","Josef Škvorecký Literary Academy",,2008,,"MEYS",13/02/2010,"Neuniverzitní","Non-university type",,2008,,"IIE",13/02/2010,"CZ01",,2008,,"Website",13/02/2010,"Private",,2008,,"IIE","13.02.2010",2000,,2008,,"Website",13/02/2010,2000,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"No",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","No","Yes","Yes","No","No","No","No","No",,2008,,"IIE",13/02/2010,"Master or pre-Bologna equivalent",,2008,,"IIE",13/02/2010,,,2008,"Not applicable","IIE",13/02/2010,318,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",,
"CZ007","CZ007","CZ","Masarykova univerzita","Masaryk University",,2008,,"MEYS",13/02/2010,"Univerzitní","University type",,2008,,"IIE",13/02/2010,"CZ06",,2008,,"Website",13/02/2010,"Public",,2008,,"IIE","13.02.2010",1999,,2008,,"Website",13/02/2010,1919,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"Yes",,2008,,"Website",13/02/2010,"Yes",,2008,,"Website",13/02/2010,"No","Yes","Yes","Yes","Yes","No","No","Yes","No",,2008,,"IIE",13/02/2010,"Doctorate",,2008,,"IIE",13/02/2010,290,,2008,,"IIE",13/02/2010,33087,,2008,,"IIE",13/02/2010,,,2008,,,,3165,,2008,,"IIE",13/02/2010,,,2008,,,,2994,,2008,,"IIE",,"CZ"
"CZ008","CZ008","CZ","Mendelova zemědělská a lesnická univerzita v Brně","Mendel University of Agriculture and Forestry, Brno",,2008,,"MEYS",13/02/2010,"Univerzitní","University type",,2008,,"IIE",13/02/2010,"CZ06",,2008,,"Website",13/02/2010,"Public",,2008,,"IIE","13.02.2010",1999,,2008,,"Website",13/02/2010,1919,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"Yes",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",,2008,,"IIE",13/02/2010,"Doctorate",,2008,,"IIE",13/02/2010,74,,2008,,"IIE",13/02/2010,9873,,2008,,"IIE",13/02/2010,,,2008,,,,479,,2008,,"IIE",13/02/2010,,,2008,,,,1092,,2008,,"IIE",,
"CZ039","CZ039","CZ","Metropolitní univerzita v Praze, o.p.s.","Metropolitan University, Prague",,2008,,"MEYS",13/02/2010,"Neuniverzitní","University type",,2008,,"IIE",13/02/2010,"CZ01",,2008,,"Website",13/02/2010,"Private",,2008,,"IIE","13.02.2010",2008,,2008,,"Website",13/02/2010,2001,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"No",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","No","No","Yes","No","No","No","No","No",,2008,,"IIE",13/02/2010,"Master or pre-Bologna equivalent",,2008,,"IIE",13/02/2010,,,2008,"Not applicable","IIE",13/02/2010,4227,,2008,,"IIE",13/02/2010,,,2008,,,,12,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",,
"CZ050","CZ050","CZ","Mezinárodní baptistický teologický seminář Evropské baptistické federace, o.p.s. - Praha","International Baptist Theological Seminary of the European Baptist Federation, Prague",,2008,,"MEYS",13/02/2010,"Neuniverzitní","Non-university type",,2008,,"IIE",13/02/2010,"CZ01",,2008,,"Website",13/02/2010,"Private",,2008,,"IIE","13.02.2010",2002,,2008,,"Website",13/02/2010,2002,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"No",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","No","Yes","No","No","No","No","No","No",,2008,,"IIE",13/02/2010,"Master or pre-Bologna equivalent",,2008,,"IIE",13/02/2010,,,2008,"Not applicable","IIE",13/02/2010,31,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",,
"CZ063","CZ063","CZ","Moravská vysoká škola Olomouc, o.p.s.","Moravian College Olomouc",,2008,,"MEYS",13/02/2010,"Neuniverzitní","Non-university type",,2008,,"IIE",13/02/2010,"CZ07",,2008,,"Website",13/02/2010,"Private",,2008,,"IIE","13.02.2010",2005,,2008,,"Website",13/02/2010,2005,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"No",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","No","No","Yes","No","No","No","No","No",,2008,,"IIE",13/02/2010,"Bachelor",,2008,,"IIE",13/02/2010,,,2008,"Not applicable","IIE",13/02/2010,673,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",,
"CZ058","CZ058","CZ","NEWTON College, a.s. - Brno","NEWTON College, a.s. – Brno",,2008,,"MEYS",13/02/2010,"Neuniverzitní","Non-university type",,2008,,"IIE",13/02/2010,"CZ06",,2008,,"Website",13/02/2010,"Private",,2008,,"IIE","13.02.2010",2004,,2008,,"Website",13/02/2010,2004,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"No",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","No","No","Yes","No","No","No","No","No",,2008,,"IIE",13/02/2010,"Bachelor",,2008,,"IIE",13/02/2010,,,2008,"Not applicable","IIE",13/02/2010,319,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",,
"CZ009","CZ009","CZ","Ostravská univerzita v Ostravě","University of Ostrava",,2008,,"MEYS",13/02/2010,"Univerzitní","University type",,2008,,"IIE",13/02/2010,"CZ08",,2008,,"Website",13/02/2010,"Public",,2008,,"IIE","13.02.2010",1999,,2008,,"Website",13/02/2010,1991,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"Yes",,2008,,"Website",13/02/2010,"Yes",,2008,,"Website",13/02/2010,"No","Yes","Yes","Yes","Yes","No","No","Yes","No",,2008,,"IIE",13/02/2010,"Doctorate",,2008,,"IIE",13/02/2010,17,,2008,,"IIE",13/02/2010,8871,,2008,,"IIE",13/02/2010,,,2008,,,,272,,2008,,"IIE",13/02/2010,,,2008,,,,758,,2008,,"IIE",,
"CZ072","CZ072","CZ","Policejní akademie České republiky v Praze","Police Academy of the Czech Republic in Prague ",,2008,,"MEYS",13/02/2010,"Univerzitní","University type",,2008,,"IIE",13/02/2010,"CZ01",,2008,,"Website",13/02/2010,"Public",,2008,,"IIE","13.02.2010",1999,,2008,,"Website",13/02/2010,1992,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"Yes",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","No","No","No","No","No","No","No","Yes",,2008,,"IIE",13/02/2010,"Doctorate",,2008,,"IIE",13/02/2010,5,,2008,,"IIE",13/02/2010,2819,,2008,,"IIE",13/02/2010,,,2008,,,,88,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",,
"CZ043","CZ043","CZ","Pražská vysoká škola psychosociálních studií, s.r.o. - Praha","Prague University of Psycho-social Studies s.r.o., Prague",,2008,,"MEYS",13/02/2010,"Neuniverzitní","Non-university type",,2008,,"IIE",13/02/2010,"CZ01",,2008,,"Website",13/02/2010,"Private",,2008,,"IIE","13.02.2010",2001,,2008,,"Website",13/02/2010,2001,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"No",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","No","No","Yes","No","No","No","Yes","No",,2008,,"IIE",13/02/2010,"Master or pre-Bologna equivalent",,2008,,"IIE",13/02/2010,,,2008,"Not applicable","IIE",13/02/2010,194,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",,
"CZ054","CZ054","CZ","Rašínova vysoká škola s.r.o. - Brno","Rašín College, Ltd.",,2008,,"MEYS",13/02/2010,"Neuniverzitní","Non-university type",,2008,,"IIE",13/02/2010,"CZ06",,2008,,"Website",13/02/2010,"Private",,2008,,"IIE","13.02.2010",2003,,2008,,"Website",13/02/2010,2003,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"No",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","No","No","Yes","No","No","No","No","No",,2008,,"IIE",13/02/2010,"Master or pre-Bologna equivalent",,2008,,"IIE",13/02/2010,,,2008,"Not applicable","IIE",13/02/2010,330,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",,
"CZ033","CZ033","CZ","ŠKODA AUTO a.s. Vysoká škola - Mladá Boleslav","Škoda Auto University",,2008,,"MEYS",13/02/2010,"Neuniverzitní","Non-university type",,2008,,"IIE",13/02/2010,"CZ02",,2008,,"Website",13/02/2010,"Private",,2008,,"IIE","13.02.2010",2000,,2008,,"Website",13/02/2010,2000,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"No",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","No","No","Yes","No","No","No","No","No",,2008,,"IIE",13/02/2010,"Master or pre-Bologna equivalent",,2008,,"IIE",13/02/2010,,,2008,"Not applicable","IIE",13/02/2010,800,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",,
"CZ010","CZ010","CZ","Slezská univerzita v Opavě","Silesian University in Opava",,2008,,"MEYS",13/02/2010,"Univerzitní","University type",,2008,,"IIE",13/02/2010,"CZ08",,2008,,"Website",13/02/2010,"Public",,2008,,"IIE","13.02.2010",1999,,2008,,"Website",13/02/2010,1991,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"Yes",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","Yes","Yes","Yes","Yes","No","No","No","No",,2008,,"IIE",13/02/2010,"Doctorate",,2008,,"IIE",13/02/2010,9,,2008,,"IIE",13/02/2010,7529,,2008,,"IIE",13/02/2010,,,2008,,,,221,,2008,,"IIE",13/02/2010,,,2008,,,,553,,2008,,"IIE",,
"CZ062","CZ062","CZ","Soukromá vysoká škola ekonomická Znojmo, s.r.o.","Private College of Economic Studies Znojmo, Ltd.",,2008,,"MEYS",13/02/2010,"Neuniverzitní","Non-university type",,2008,,"IIE",13/02/2010,"CZ06",,2008,,"Website",13/02/2010,"Private",,2008,,"IIE","13.02.2010",2005,,2008,,"Website",13/02/2010,2005,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"No",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","No","No","Yes","No","No","No","No","No",,2008,,"IIE",13/02/2010,"Bachelor",,2008,,"IIE",13/02/2010,,,2008,"Not applicable","IIE",13/02/2010,688,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",,
"CZ036","CZ036","CZ","Soukromá vysoká škola ekonomických studií, s.r.o. - Praha","Private College of Economic Studies, Ltd.",,2008,,"MEYS",13/02/2010,"Neuniverzitní","Non-university type",,2008,,"IIE",13/02/2010,"CZ01",,2008,,"Website",13/02/2010,"Private",,2008,,"IIE","13.02.2010",2000,,2008,,"Website",13/02/2010,2000,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"No",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","No","No","Yes","No","No","No","No","Yes",,2008,,"IIE",13/02/2010,"Bachelor",,2008,,"IIE",13/02/2010,,,2008,"Not applicable","IIE",13/02/2010,337,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",,
"CZ049","CZ049","CZ","Středočeský vysokoškolský institut, s.r.o. - Kladno","Central Bohemian Institute of Higher Education",,2008,,"MEYS",13/02/2010,"Neuniverzitní","Non-university type",,2008,,"IIE",13/02/2010,"CZ02",,2008,,"Website",13/02/2010,"Private",,2008,,"IIE","13.02.2010",2002,,2008,,"Website",13/02/2010,2002,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"No",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","No","No","Yes","No","No","No","No","No",,2008,,"IIE",13/02/2010,"Bachelor",,2008,,"IIE",13/02/2010,,,2008,"Not applicable","IIE",13/02/2010,506,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",13/02/2010,,,2008,,,,,,2008,,"IIE",,
"CZ011","CZ011","CZ","Technická univerzita v Liberci","Technical University in Liberec",,2008,,"MEYS",13/02/2010,"Univerzitní","University type",,2008,,"IIE",13/02/2010,"CZ05",,2008,,"Website",13/02/2010,"Public",,2008,,"IIE","13.02.2010",1999,,2008,,"Website",13/02/2010,1953,,2008,,"Website",13/02/2010,"No",,2008,,"IIE",13/02/2010,"Yes",,2008,,"Website",13/02/2010,"No",,2008,,"Website",13/02/2010,"No","Yes","Yes","Yes","Yes","Yes","No","Yes","No",,2008,,"IIE",13/02/2010,"Doctorate",,2008,,"IIE",13/02/2010,42,,2008,,"IIE",13/02/2010,8986,,2008,,"IIE",13/02/2010,,,2008,,,,429,,2008,,"IIE",13/02/2010,,,2008,,,,921,,2008,,"IIE",,
